source,image,proposals,final_instances,sam2_selected,coarse_selected,watershed_selected,universal_boundary_selected,cellpose_style_selected,separator_selected,external_selected,separator_generated,separator_before_ranker,separator_after_ranker,separator_after_set_selector,separator_after_merge,proposals_before_ranker,proposals_after_ranker,proposals_after_set_selector,proposals_after_merge,ranked_proposals,final_pred_n,final_gt_n,final_dice,final_binary_iou,final_pq,final_sq,final_rq,final_aji,final_precision,final_recall,final_f1,final_tp,final_fp,final_fn
tissuenet,tissuenet_test_1066.png,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,112,0.896995300205946,0.8132289013577434,0.6290672339645086,0.8101623467724732,0.7764705882352941,0.6402203474977047,0.6923076923076923,0.8839285714285714,0.7764705882352941,99,44,13
tissuenet,tissuenet_test_1067.png,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,93,0.8906726364935122,0.8028943175783324,0.6513315361348828,0.8100935980677605,0.8040201005025126,0.7136619469473259,0.7547169811320755,0.8602150537634409,0.8040201005025126,80,26,13
tissuenet,tissuenet_test_1068.png,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,120,0.8727136831989749,0.7741721603394711,0.5227175117975258,0.7656274143387289,0.6827309236947792,0.5297605435954396,0.6589147286821705,0.7083333333333334,0.6827309236947792,85,44,35
tissuenet,tissuenet_test_1069.png,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0.8848154570225415,0.7934251443802754,0.5005779964583261,0.7617491250452788,0.6571428571428571,0.5202410092261345,0.6571428571428571,0.6571428571428571,0.6571428571428571,23,12,12
tissuenet,tissuenet_test_107.png,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,264,0.9234466797222717,0.8577807177112617,0.5500901239430345,0.7769045352370818,0.7080536912751678,0.5478519661605445,0.6355421686746988,0.7992424242424242,0.7080536912751678,211,121,53
tissuenet,tissuenet_test_1070.png,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,117,0.895956429116926,0.811522708655684,0.5882057233374248,0.7904014407346646,0.7441860465116279,0.636991709435452,0.6808510638297872,0.8205128205128205,0.7441860465116279,96,45,21
tissuenet,tissuenet_test_1071.png,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,0.8587314662273476,0.7524359437026344,0.47891193539349003,0.7292522652582689,0.6567164179104478,0.5178794698674669,0.6470588235294118,0.6666666666666666,0.6567164179104478,22,12,11
tissuenet,tissuenet_test_1072.png,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,128,0.875864346605569,0.7791447090578579,0.5687088686138836,0.7856390556109321,0.7238805970149254,0.5677118726337249,0.6928571428571428,0.7578125,0.7238805970149254,97,43,31
tissuenet,tissuenet_test_1073.png,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,0.87519812555992,0.778090920230364,0.5108040549136974,0.7258794464563069,0.7037037037037037,0.5609939759036144,0.76,0.6551724137931034,0.7037037037037037,19,6,10
tissuenet,tissuenet_test_1074.png,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,114,0.8645824924755239,0.7614665854153971,0.6276946726853286,0.7798630781848022,0.8048780487804879,0.6423985302751946,0.75,0.868421052631579,0.8048780487804879,99,33,15
tissuenet,tissuenet_test_1075.png,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,0.8890501114162823,0.8002612183972385,0.6358574200421572,0.7825937477441934,0.8125,0.7095145287030474,0.8387096774193549,0.7878787878787878,0.8125,26,5,7
tissuenet,tissuenet_test_1076.png,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,101,0.8323939834343578,0.7129065554858427,0.5893600815614778,0.7641121987686601,0.7713004484304933,0.5776493615434802,0.7049180327868853,0.8514851485148515,0.7713004484304933,86,36,15
